,EntryID,Reaction,ECNumber,UniProtKB_AC,Tissue,Organism,Temperature,pH,Buffer,CellularLocation,Enzyme Variant,Enzymename,Activator,Cofactor,Inhibitor,KeggReactionID,KineticMechanismType,Other Modifier,parameter.type,parameter.associatedSpecies,parameter.startValue,parameter.endValue,parameter.standardDeviation,parameter.unit,Pathway,Product,PubMedID,Publication,Rate Equation,SabioReactionID,Substrate
181,32432,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3, ,liver,Rattus norvegicus,22.0,9.5, , , , , , , , , , , , , , , , , , , , , , , 
182,32434,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3, ,liver,Rattus norvegicus,22.0,9.5, , , , , , , , , , , , , , , , , , , , , , , 
183,32442,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,9.5, , , , , , , , , , , , , , , , , , , , , , , 
184,32443,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,9.5, , , , , , , , , , , , , , , , , , , , , , , 
185,32444,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,9.5, , , , , , , , , , , , , , , , , , , , , , , 
186,32445,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,9.5, , , , , , , , , , , , , , , , , , , , , , , 
187,32446,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,9.5, , , , , , , , , , , , , , , , , , , , , , , 
188,32447,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,9.5, , , , , , , , , , , , , , , , , , , , , , , 
189,32448,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,9.5, , , , , , , , , , , , , , , , , , , , , , , 
190,32449,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,9.5, , , , , , , , , , , , , , , , , , , , , , , 
191,32450,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,9.5, , , , , , , , , , , , , , , , , , , , , , , 
192,32451,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,9.5, , , , , , , , , , , , , , , , , , , , , , , 
193,32452,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,9.5, , , , , , , , , , , , , , , , , , , , , , , 
194,32453,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,9.5, , , , , , , , , , , , , , , , , , , , , , , 
195,32600,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P49448;P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
196,32601,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P49448;P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
197,32602,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P49448;P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
198,32603,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367;P49448,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
199,32604,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P49448;P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
200,32605,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367;P49448,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
201,32606,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P49448;P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
202,32607,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P49448;P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
203,32608,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P49448;P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
204,32609,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367;P49448,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
205,32610,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367;P49448,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
206,32611,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P49448;P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
207,32704,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,O59650,-,Thermococcus kodakaraensis,70.0,7.6, , , , , , , , , , , , , , , , , , , , , , , 
208,32767,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
209,32768,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P49448,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
210,32769,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P49448,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
211,32770,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
212,32771,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P49448,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
213,32772,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P49448,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
214,33566,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2,Q9Y8I4,-,Pyrobaculum islandicum,50.0,9.7, , , , , , , , , , , , , , , , , , , , , , , 
215,33567,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2,Q9Y8I4,-,Pyrobaculum islandicum,50.0,8.7, , , , , , , , , , , , , , , , , , , , , , , 
216,33654,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2, ,mycelium,Laccaria bicolor,30.0,7.4, , , , , , , , , , , , , , , , , , , , , , , 
217,33655,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2, ,mycelium,Laccaria bicolor,30.0,7.4, , , , , , , , , , , , , , , , , , , , , , , 
218,33656,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2, ,mycelium,Laccaria bicolor,30.0,7.4, , , , , , , , , , , , , , , , , , , , , , , 
219,33657,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2, ,mycelium,Laccaria bicolor,30.0,8.8, , , , , , , , , , , , , , , , , , , , , , , 
220,33658,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2, ,mycelium,Laccaria bicolor,30.0,8.8, , , , , , , , , , , , , , , , , , , , , , , 
221,33659,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2, ,mycelium,Laccaria bicolor,30.0,8.8, , , , , , , , , , , , , , , , , , , , , , , 
222,33672,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3, ,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
223,33673,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3, ,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
224,33674,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3, ,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
225,33675,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3, ,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
226,33676,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3, ,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
227,33677,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3, ,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
228,33678,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3, ,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
229,33679,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3, ,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
230,33680,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3, ,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
231,33681,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3, ,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
232,33682,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3, ,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
233,33683,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3, ,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
234,33684,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3, ,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
235,33685,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3, ,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
236,33686,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3, ,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
237,33687,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3, ,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
238,36641,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2,P39633,-,Bacillus subtilis,37.0,7.7, , , , , , , , , , , , , , , , , , , , , , , 
239,36642,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2,P39633,-,Bacillus subtilis,37.0,7.7, , , , , , , , , , , , , , , , , , , , , , , 
240,36643,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2,P39633,-,Bacillus subtilis,37.0,7.3, , , , , , , , , , , , , , , , , , , , , , , 
241,36644,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2,P39633,-,Bacillus subtilis,37.0,7.3, , , , , , , , , , , , , , , , , , , , , , , 
242,36645,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2,P39633,-,Bacillus subtilis,37.0,7.3, , , , , , , , , , , , , , , , , , , , , , , 
243,36646,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2,P39633,-,Bacillus subtilis,37.0,7.3, , , , , , , , , , , , , , , , , , , , , , , 
244,36647,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2,P39633,-,Bacillus subtilis,37.0,7.3, , , , , , , , , , , , , , , , , , , , , , , 
245,36648,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2,P39633,-,Bacillus subtilis,37.0,7.3, , , , , , , , , , , , , , , , , , , , , , , 
246,36649,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2,P39633,-,Bacillus subtilis,37.0,7.3, , , , , , , , , , , , , , , , , , , , , , , 
247,36650,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2,P39633,-,Bacillus subtilis,37.0,7.3, , , , , , , , , , , , , , , , , , , , , , , 
248,36651,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2,P39633,-,Bacillus subtilis,37.0,7.3, , , , , , , , , , , , , , , , , , , , , , , 
249,38206,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
250,38207,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
251,38208,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
252,38209,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,lymphoblast,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
253,38210,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,lymphoblast,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
254,38211,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,lymphoblast,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
255,38212,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
256,38213,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
257,38214,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
258,38215,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
259,38216,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,lymphoblast,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
260,38217,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,lymphoblast,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
261,38218,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,lymphoblast,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
262,38219,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
263,38220,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
264,38221,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
265,38222,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
266,38223,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,lymphoblast,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
267,38224,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,lymphoblast,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
268,38225,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,lymphoblast,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
269,38226,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
270,38227,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
271,38228,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
272,38229,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
273,38230,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,lymphoblast,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
274,38231,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,lymphoblast,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
275,38232,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,lymphoblast,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
276,38233,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
277,38234,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
278,38235,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
279,38236,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,-,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
280,38237,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,lymphoblast,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
281,38238,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,lymphoblast,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
282,38239,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P00367,lymphoblast,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
283,44244,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2,Q54KB7,-,Dictyostelium discoideum,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
284,44245,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2,Q54KB7,-,Dictyostelium discoideum,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
285,46034,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3, ,liver,Mustela vison,37.0,7.6, , , , , , , , , , , , , , , , , , , , , , , 
286,46035,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3, ,liver,Mustela vison,37.0,7.6, , , , , , , , , , , , , , , , , , , , , , , 
287,46036,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3, ,liver,Mustela vison,37.0,7.6, , , , , , , , , , , , , , , , , , , , , , , 
288,64382,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P10860,brain,Rattus norvegicus,37.0,7.6, , , , , , , , , , , , , , , , , , , , , , , 
289,64383,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.3,P10860,brain,Rattus norvegicus,37.0,7.6, , , , , , , , , , , , , , , , , , , , , , , 
290,68515,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2,A0R1C2,-,Mycobacterium smegmatis,37.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
291,68516,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2,A0R1C2,-,Mycobacterium smegmatis,37.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
292,68518,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2,P9WJA9;A0R1C2,-,Mycobacterium smegmatis,37.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
293,70321,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2,P00370,-,Escherichia coli,-,8.0, , , , , , , , , , , , , , , , , , , , , , , 
294,70322,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2,P00370,-,Escherichia coli,-,8.0, , , , , , , , , , , , , , , , , , , , , , , 
295,70323,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2,P00370,-,Escherichia coli,-,8.0, , , , , , , , , , , , , , , , , , , , , , , 
296,70324,L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3,1.4.1.2,P00370,-,Escherichia coli,-,8.0, , , , , , , , , , , , , , , , , , , , , , , 
0,36994,Reduced glutathione + H2O = L-Glutamate + L-Cysteinylglycine,2.3.2.2,P18956,-,Escherichia coli,37.0,8.73, , , , , , , , , , , , , , , , , , , , , , , 
2,13070,L-Glutamine + H2O = L-Glutamate + NH3,3.5.1.2,P00805,-,Escherichia coli,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
3,13071,L-Glutamine + H2O = L-Glutamate + NH3,3.5.1.2,P00805,-,Escherichia coli,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
4,13072,L-Glutamine + H2O = L-Glutamate + NH3,3.5.1.2,P00805,-,Escherichia coli,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
5,13073,L-Glutamine + H2O = L-Glutamate + NH3,3.5.1.2,P00805,-,Escherichia coli,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
6,13074,L-Glutamine + H2O = L-Glutamate + NH3,3.5.1.2,P00805,-,Escherichia coli,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
7,13075,L-Glutamine + H2O = L-Glutamate + NH3,3.5.1.2,P00805,-,Escherichia coli,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
8,13076,L-Glutamine + H2O = L-Glutamate + NH3,3.5.1.2,P00805,-,Escherichia coli,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
9,13077,L-Glutamine + H2O = L-Glutamate + NH3,3.5.1.2,P00805,-,Escherichia coli,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
10,13078,L-Glutamine + H2O = L-Glutamate + NH3,3.5.1.2,P00805,-,Escherichia coli,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
11,13079,L-Glutamine + H2O = L-Glutamate + NH3,3.5.1.2,P00805,-,Escherichia coli,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
12,13080,L-Glutamine + H2O = L-Glutamate + NH3,3.5.1.2,P00805,-,Escherichia coli,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
13,13081,L-Glutamine + H2O = L-Glutamate + NH3,3.5.1.2,P00805,-,Escherichia coli,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
14,13082,L-Glutamine + H2O = L-Glutamate + NH3,3.5.1.2,P00805,-,Escherichia coli,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
15,15329,L-Glutamine + H2O = L-Glutamate + NH3,3.5.1.2,Q9CI75,-,Lactococcus lactis,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
16,15330,L-Glutamine + H2O = L-Glutamate + NH3,3.5.1.2,Q9CI75,-,Lactococcus lactis,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
17,15331,L-Glutamine + H2O = L-Glutamate + NH3,3.5.1.2,Q9CI75,-,Lactococcus lactis,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
18,15332,L-Glutamine + H2O = L-Glutamate + NH3,3.5.1.2,Q9CI75,-,Lactococcus lactis,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
19,15333,L-Glutamine + H2O = L-Glutamate + NH3,3.5.1.2,Q9CI75,-,Lactococcus lactis,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
20,15334,L-Glutamine + H2O = L-Glutamate + NH3,3.5.1.2,Q9CI75,-,Lactococcus lactis,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
27,16234,L-Glutamine + H2O = L-Glutamate + NH3,2.4.2,P33734,-,Saccharomyces cerevisiae,30.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
28,16235,L-Glutamine + H2O = L-Glutamate + NH3,2.4.2,P33734,-,Saccharomyces cerevisiae,30.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
